time,flux,flux_corrected
2459730.083090278,0.9996085036888406,1.0024579156594704
2459730.0852314816,1.0082454038768782,1.0023756894221882
2459730.087361112,1.00336182682332,1.0022894773571174
2459730.089490741,1.001115800213793,1.0021992131075244
2459730.0916203703,1.0005375656520092,1.0021056522088478
2459730.093738426,1.0004983014924165,1.0020097231896947
2459730.0980092594,1.0130444996028505,1.0018063860185797
2459730.1003819443,0.9973802390983796,1.0016868436647932
2459730.102511574,0.9997626535572244,1.0015778154772128
2459730.118657408,0.9964645885088008,1.000810846249515
2459730.120787037,1.002769534367203,1.0007284353193249
2459730.122916667,0.9983972899090552,1.0006517925937082
2459730.1250462965,0.9995720524099848,1.00058084752498
2459730.1271759258,0.9999960530629354,1.000515143386729
2459730.1293055555,0.9993593261467592,1.000453902233567
2459730.131493056,1.0014793923632224,1.0003946135108712
2459730.133622685,0.998971029340121,1.0003392465293295
2459730.1357523147,1.001326471001618,1.0002851667083454
2459730.1378819444,1.0017393526788638,1.000231187877653
2459730.140011574,1.0020251883737068,1.000176364613872
2459730.142141204,1.0026739441671415,1.0001202218770053
2459730.144259259,0.9990299047787168,1.0000632351763492
2459730.146388889,0.9994610127078796,1.0000055157467436
2459730.148530093,0.9989804324008122,0.9999476785666779
2459730.1506597223,0.9982828298396744,0.9998907301630247
2459730.1528703705,1.0018499806210222,0.9998322754542464
2459730.155,0.9998139175636688,0.9997763258867784
2459730.157129629,1.000182366024472,0.9997208148994836
2459730.1592592592,1.0011609977663716,0.9996659787136017
2459730.161388889,0.9982076473432936,0.9996122447479869
2459730.163599537,0.9985198933398496,0.9995583598790112
2459730.1657291665,1.000042397383077,0.9995087164276633
2459730.167858796,1.000438976592487,0.9994614731692131
2459730.169988426,0.9996155393156468,0.9994169377311486
2459730.172118056,1.0005900866658757,0.9993757037151958
2459730.174236112,0.9993408263619986,0.9993387463325056
2459730.1763773146,0.9978380294377251,0.9993066315943728
2459730.1785069443,0.9972377789351828,0.9992810779655705
2459730.180636574,0.9989930906336868,0.9992627012249435
2459730.182766204,0.9989800594042588,0.9992518425275925
2459730.184895833,0.9997216908593636,0.9992487473934311
2459730.187152778,0.9991869664838738,0.9992542575634438
2459730.1892824075,0.9991945946784913,0.9992682462031375
2459730.1914236112,0.9983487713985472,0.9992915056351925
2459730.193553241,0.9978871573241768,0.99932439616503
2459730.195671296,0.9979729193246764,0.9993671907865795
2459730.1978125,0.9973653799860592,0.9994207656415532
2459730.199930556,0.9977475756824916,0.9994836788679826
2459730.2020601854,0.9980447043859172,0.9995560738313365
2459730.2041898146,0.9998382633255972,0.9996363339593521
2459730.2063194443,0.9979153041295652,0.9997228373828697
2459730.208449074,0.9996321641108082,0.9998138758525605
2459730.210578704,1.0020779455796942,0.9999073972427872
2459730.212708333,0.999596225172487,1.0000013625682918
2459730.2148379628,1.0002682902123,1.0000941602590323
2459730.2169675925,1.0012767837802568,1.0001842246999153
2459730.219097222,1.000473950135415,1.0002700365873174
2459730.221226852,1.0024598885109857,1.0003502790638599
2459730.2233564816,1.0002337131014518,1.0004237947284131
2459730.225486111,1.0003960236111469,1.0004898113544918
2459730.2276157406,1.0017999564909557,1.000547540111875
2459730.2297453703,1.0025793860378076,1.0005961305284294
2459730.231875,1.0011101359207255,1.0006350084146838
2459730.234016204,1.0028296953462037,1.0006641376236807
2459730.236145833,1.000874522100877,1.000683265301341
2459730.2382754628,1.0021551370231947,1.0006930199739876
2459730.2403935185,1.0013943483302106,1.0006939988522212
2459730.242523148,1.0010599097527757,1.000687053164875
2459730.244652778,1.001013500741908,1.0006731541067715
2459730.246770833,0.9989436559301298,1.0006534725832175
2459730.248912037,1.0004068789117968,1.0006286055137756
2459730.2510416666,1.0012601939509025,1.0005994505769926
2459730.2531712963,1.0010840045759113,1.0005662585896793
2459730.255300926,1.0003130668326867,1.0005295002480856
2459730.257430556,1.000496333626928,1.0004897397008612
2459730.259560185,1.0,1.000447500002047
2459730.2616898147,1.002662181213303,1.0004032396824918
2459730.2638194445,1.0011804393617991,1.0003574232684336
2459730.265949074,1.0006425237122205,1.0003110314425434
2459730.268078704,0.9990678100659376,1.0002653612461294
2459730.270208333,0.9999312064156692,1.0002217791622392
2459730.272337963,0.9982521987262032,1.0001814118147017
2459730.2744675926,0.998445293243312,1.000145188539755
2459730.2765972223,0.996774696177176,1.0001135515118953
2459730.278738426,0.9994717179510286,1.0000861813929809
2459730.280868056,0.9997134608488936,1.0000623842458303
2459730.282997685,1.001682337122184,1.0000407101363684
2459730.2851157407,1.0011745359664328,1.000020007551648
2459730.2872453704,1.0010585929465337,0.9999992127301816
2459730.289375,1.0008213786599869,0.9999780165086853
2459730.2915046294,1.0002066348302732,0.9999563722300813
2459730.293634259,1.0007650470783365,0.9999344889799253
2459730.295763889,0.9982028474503576,0.9999127590123684
2459730.2978819446,0.9995887651829526,0.9998917994814114
2459730.3000115743,0.9993594776561612,0.9998715644757616
2459730.3021527776,1.0007890941579485,0.999852076172538
2459730.3042708333,1.0001432967375403,0.999833623398154
2459730.306400463,0.9986068526166416,0.9998160667016058
2459730.3085300927,0.99965732953951,0.9997997722527365
