JD,star0145
2459730.0852314816,1.0252330765613078
2459730.0873611113,0.9975093060930844
2459730.0894907406,1.0140505928796488
2459730.0916203703,1.0026238842110518
2459730.093738426,1.0017299585563701
2459730.102511574,0.9932164477860215
2459730.120787037,1.0059935919311753
2459730.122916667,1.0057089162167627
2459730.1250462965,1.0018544191382985
2459730.1271759258,1.0025016584083537
2459730.1293055555,1.0034707143853978
2459730.1314930557,0.9985476350713459
2459730.133622685,0.9993564625694223
2459730.1357523147,1.0012589757134298
2459730.1378819444,0.9998529280579164
2459730.140011574,0.9953968944977536
2459730.142141204,1.0005842898883044
2459730.144259259,0.9995081614391048
2459730.146388889,0.9987517643232656
2459730.1485300926,0.998856096275974
2459730.1506597223,0.9994380366449322
2459730.1528703705,0.9992290039715799
2459730.155,0.9983656978479125
2459730.1571296295,1.0050235843162663
2459730.1592592592,0.9997569212991304
2459730.161388889,0.998971971169436
2459730.163599537,0.9983850295262677
2459730.1657291665,1.0016086133877973
2459730.167858796,0.9978212614230576
2459730.169988426,1.0053626703606278
2459730.1721180556,0.9992619071204786
2459730.1742361113,0.9976019656102153
2459730.1763773146,0.9970081490357805
2459730.1785069443,0.9969637490251935
2459730.180636574,1.000829685337625
2459730.182766204,1.0047821174525797
2459730.1848958335,1.0007740713080897
2459730.187152778,0.9993620004121951
2459730.1892824075,1.0057783831414115
2459730.1914236112,0.9996560418539935
2459730.193553241,1.004532244207901
2459730.195671296,0.9996879661469847
2459730.1978125,1.0029464093077902
2459730.1999305557,1.0049927174735074
2459730.2020601854,1.0062163612612336
2459730.2041898146,1.0010761845356342
2459730.2063194443,1.0028811785545362
2459730.208449074,1.0067944858492002
2459730.210578704,1.0032502599746194
2459730.2127083335,1.002883784988499
2459730.2148379628,1.0009645685711095
2459730.2169675925,1.0051704445555925
2459730.219097222,1.0057681750709138
2459730.221226852,0.9994170038568322
2459730.2233564816,0.9999594120543931
2459730.225486111,1.0004138341517246
2459730.2276157406,1.0005220875476257
2459730.2297453703,1.001229612650927
2459730.231875,0.9989842342247142
2459730.234016204,1.0052683699206262
2459730.2361458335,1.0011502919072832
2459730.2382754628,1.0013504704267202
2459730.2403935185,1.002672959297195
2459730.242523148,1.0000913812231458
2459730.244652778,1.0063416483761922
2459730.246770833,0.9994405988214804
2459730.248912037,1.0028842407328353
2459730.2510416666,1.0005819096948965
2459730.2531712963,1.0010711228876272
2459730.255300926,0.9985102579931208
2459730.2574305558,1.0020138971096237
2459730.259560185,1.0049214778973727
2459730.2616898147,0.9973793118917991
2459730.2638194445,0.9979889700017484
2459730.265949074,1.0008658608392798
2459730.268078704,0.9984821889284303
2459730.270208333,0.9984493576166387
2459730.272337963,1.0000757040301858
2459730.2744675926,0.998754697462553
2459730.2765972223,0.9965593878482952
2459730.278738426,0.9894359527414966
2459730.2808680558,0.9992549598633177
2459730.282997685,0.9982232294970916
2459730.2851157407,0.9993012313532391
2459730.2872453704,0.9987695202965399
2459730.289375,0.9959732322244923
2459730.2915046294,0.994855286553418
2459730.293634259,0.995180102486756
2459730.295763889,0.9951181128716948
2459730.2978819446,0.994229681096818
2459730.3000115743,0.9998373649969323
2459730.3021527776,0.9991233601489403
2459730.3042708333,1.0000405879456067
2459730.306400463,0.99658858421583
2459730.3085300927,1.0048255293747361
