JD,star0006,star0007,star0008,star0009,star0010,star0011,star0012,star0013,star0014,star0015,star0016,star0017,star0018,star0019,star0020,star0021,star0022,star0023,star0024,star0025,star0026,star0027,star0028,star0029,star0030,star0031,star0032,star0033,star0034,star0035,star0036,star0037,star0038,star0039,star0040,star0041,star0042,star0043,star0044,star0045,star0046,star0047,star0048,star0049,star0050,star0051,star0052,star0053,star0054,star0055,star0056,star0057,star0058,star0059,star0060,star0061,star0062,star0063,star0064,star0065,star0066,star0067,star0068,star0069,star0070,star0071
2457393.4960474535,1.0070081123153376,1.003440834006381,0.9930150783429511,1.007843478890398,1.0101260604484767,0.9955193858786373,1.0033640990121864,1.0054060327185885,1.0009326816513582,1.0073892834604028,1.0027173572371475,0.9949459731075221,1.0062259070900725,1.0143294045827065,0.9951401226975338,0.9991032744733794,0.9933136621895695,0.9937215188551881,0.991325894869748,0.9953213885478772,0.9967019882809154,1.0035847950017223,0.9961760774802836,0.9906283886160826,0.997720635576986,0.9969370366876887,0.9965976213677108,1.0195079834529708,0.9955058221630733,0.9818181061452826,0.9862426733917873,0.9183554199299292,1.0083629110337,0.9973204955967392,0.9913897783983977,0.9780295595240418,1.0036061258343907,0.9774567723839459,1.0263411273954617,0.9836253355726838,1.0052056697244172,0.9957450999727488,0.9993982564899224,0.9783472689889043,1.025897008393781,1.0197737014484656,0.9927028710317127,0.9922775432129827,1.0038737019360517,0.9887932188288124,1.0023186372513828,0.9882911273905711,1.0215664953719856,1.023465817932696,0.9780499789217635,1.0096249984513526,0.9783744354972417,1.0037730609542674,1.0122436070755891,0.9984836489899457,1.0116684331900476,0.9774770729182559,1.010147598221747,0.9838704163964953,0.9999126417251689,1.0348415811016818
2457393.4966253354,1.0050738308176452,0.9945076195099372,0.9978454701492447,1.0052752274596846,1.0025755013272843,1.0044195713647173,1.0060283049240064,0.999935971199244,0.99383536431135,1.0083298812780255,0.9955336086928064,1.0064248455470095,0.9938332762947967,0.9952946777966061,1.010088562929277,0.9906006025239453,0.997156965399714,1.0106000050003463,1.0195127035676232,0.9930441220495142,1.0005711642539494,1.0120517316072175,0.9928931536196938,0.9958922843522988,1.0315563588212224,0.9982934319726772,1.0031669781356478,1.01973072688093,1.0155528207237419,0.9934865834668182,1.009521898346542,0.9911946466095566,1.0066615990728947,1.0060845315867535,0.9879265950957985,1.0174530602295075,1.0092092727270436,0.9951485538565032,0.9927606423963503,0.9967923154706472,0.9927124531022089,0.99332911475226,1.0110088783572195,1.0068484209335429,1.0278561633150263,0.9955121494956006,1.022054220382956,1.0196674695497192,0.9840510904518524,1.0157958025934632,1.0379502246780727,1.0182636945030332,0.9896053719323045,1.011791800635169,0.9801197464791042,0.9997515344096692,0.9936773363605937,1.0054909420996605,0.9973230690936303,0.9769430586346894,1.0051364135171486,1.0023180430577547,1.0217141438859023,1.0121543688336168,1.0069867503521315,1.0201113526571544
2457393.4972011456,0.999236356905706,0.9912143285720937,1.006388553719078,0.9932704078552892,1.0066282779093907,0.9997650965008428,1.002956271938861,1.0015733099693513,1.000850967645023,0.9986810823649762,1.0023495987851596,1.0075386173098586,1.0097743466463778,0.9896410322785965,1.001892236086219,0.9878461710122239,0.9932246882400234,0.9960480943139532,1.006928659442964,0.9907985033310551,1.0091947786366737,0.9932826513880788,1.0031190751057297,0.9886396523319567,0.9860844255448464,1.0034238788571732,1.0057894214368603,1.009219044570094,0.9845438847469848,0.9855316123711292,1.010647408255987,1.0278427154190517,1.0014643178022544,0.9972244972881623,1.0020968406817319,0.9972738709912563,1.014302890287023,0.9860642940629041,0.9956820308724005,1.0043289626362184,1.0109673005868884,1.0048844021022552,0.9967923831418883,0.9862233209144958,0.9888614764211167,0.9794904158576986,1.018309918380064,0.9936304428661321,0.9949270207748135,0.9789945812464949,0.9799828064079948,1.0056766320316939,1.0228065591987634,0.9956946745882318,1.011829107576541,0.9687864417612746,0.9993307262674925,0.9982131977847103,1.0050465194715057,0.9815153994844922,1.0192896327458023,1.0146538849131042,1.0005521642934747,1.0096961590693379,0.9987589677404278,0.989127219460905
2457393.497778009,1.001069664498498,0.9945817979359941,1.0010141054893913,1.0060133257374377,0.9986030418363067,1.002680452625474,0.9900553657544602,0.9963108643997981,0.9968945544607363,1.0056810265697178,1.0048005102113087,1.0068604328560107,0.9979302419575293,0.9960424076859475,0.9955580443091135,1.0058962203320976,1.012967320575393,1.0047370594837,0.9963029841236878,1.0045465697092348,1.010880862988464,1.0094730271917067,0.9937087008256446,1.0065128403305497,0.9962199679711474,0.999089580036826,1.007578271127282,0.9948470659294797,1.0036229344534737,1.005366994821531,1.0115582949201658,1.0447878056595996,1.0086123894325498,0.9929520323185411,0.9888694862333334,1.0226952356877175,1.006004392736523,1.0083309110824819,0.9961296072434749,1.0166825196895521,0.9853536646606103,1.0054403728802315,0.9886200796597271,1.0027629782507672,1.0074554941933807,1.0023386513599692,1.0134894184660455,1.0010280815592845,0.9851809177878699,1.005447201058155,0.9652540620907281,1.0023391592148463,1.0042690603097792,1.0142699938642827,1.0191942942440124,1.0090077425772679,0.9995289366617157,0.9936020887998666,1.0004496270365175,1.0162641290797216,1.0001713448702771,1.018820266882464,1.038002241806826,0.9785735237679467,1.0055239452894926,0.9922736160504865
2457393.4983549654,0.996877393830971,0.9936853421757685,1.0041627206765644,0.993792295571038,0.9999812388207338,0.9987066960996895,0.9979300713519197,0.9926858766943453,1.006948268151414,0.9959630507162638,1.000655779248798,1.0007889174329048,0.9881604359388118,0.9909290699728234,1.0029236856598744,0.9996369195045289,0.9938155632507443,1.010986869324765,1.0145358652537102,1.0287252855152675,1.001073224773893,1.0286028771396005,1.0225527470580709,0.9996099054438429,1.0007729874023399,0.9951441709220861,0.9956262902542228,1.0093729692565108,0.9957557120547413,0.9957711115140243,1.0046522640888411,1.081264361100122,0.9994814645954618,0.9944141747699868,0.9806177711439327,1.0058289533605922,0.9955114527204975,1.0159900157923405,1.0088615743730946,1.0096423124316616,0.9894774626161689,0.9885810945552319,1.0058410645475375,1.0044453677390195,0.9832227625318287,0.9924265788391187,0.984850525559518,1.0013984900808561,0.9997010840913665,0.9805828267624717,1.0059242453737844,0.9987826667032788,0.9887105918784774,1.0060469546603101,0.9968542371822302,1.0068048657645277,0.9997799025214711,0.9997803756400536,0.9913644136611374,0.9941485844431318,1.0113697008136988,0.9906419089029981,0.9958782521893834,0.9841104015553811,0.9925945598151001,1.0184114532512907
2457393.4989320603,1.004425636894754,0.9922140758586256,1.0001504466351625,1.0047144260481509,0.9963336118847218,0.9900942048999719,1.003272687181268,1.0111843702684262,0.9956707819123836,1.0074093390180026,1.00136833089941,1.0048710193046666,1.004843373546791,0.9990308241951937,1.0137292849338364,1.0009284846467128,0.9993326286021496,1.0173205697647019,0.991671606762734,1.009714236492726,1.0146582368896486,0.9881136725627482,0.9843986801472193,0.9994542580755168,0.9796863913552643,1.0014958509162455,0.9892390223758936,0.9979055920351331,0.9898193964766564,0.9943660948024778,0.9891537369078739,1.028368230180418,0.9870530110009651,1.012011626717111,0.99016089661003,1.0099851057343388,0.9843904229187682,1.0282645239550456,1.0074312402578238,1.013617754123005,1.0003891977599184,1.0050801476612234,0.9902875188766358,1.0032822902098126,1.012242467515323,0.9958486898318623,0.9973190045230552,0.9886553675689534,1.0122171434538962,1.0082478526612448,1.0203017511818746,1.0021749207243595,0.9802362500703613,1.0030285789561038,0.993209781947197,0.9919629456554551,1.0043292848682714,0.9869550612297837,1.0216304027179812,0.9892336187194759,1.0024806987551131,0.9935414170777944,0.9926403105221985,0.9760531152763142,0.9893559736483613,1.00779953290707
2457393.4995047455,1.00235735591932,0.99755209656875,0.9994150655404684,1.0013949077809323,0.995055806847831,1.0094186957079085,0.9986689561844952,0.9965311813023734,1.0067094780373356,0.9972563966529014,0.9965410336982892,1.002228084804281,1.005248985832186,1.013451417080801,1.0088282143658411,1.0024309848114619,0.9908506975763928,1.0046720443276513,1.017232854763722,0.9917599504896315,1.000123013478101,1.0099210623014918,1.0021501139246904,1.0140702247883913,1.0040446617221381,1.02046076657235,0.9892799822107173,0.9903393427072676,1.010265129230394,1.0044166334667537,1.0019290312341966,1.0202680703345253,0.974369533919929,1.0020324791771833,1.0146283877237354,1.0080040476569727,1.0226476364856634,1.0178868321198689,0.9899422217041808,1.0331876404178302,1.007702320553763,0.9996645655145954,0.9846607957768433,0.9955788845141288,1.0056259486310735,0.985262349694215,1.0414444394289473,0.9699766855402782,1.0064022206738477,1.0192831307176076,0.999696490314449,1.0043525119806056,1.0094787552043096,0.9900095478655969,1.003977102881421,1.0018481392039724,1.003045361297476,1.0009912383916708,1.0081344862190127,1.0151534776728652,0.9800146296385016,1.006204104085557,1.0048558719986063,1.0057934930921595,1.001419479274995,0.962291603160519
2457393.500081701,1.0089158800695615,0.9962357867748662,1.002208146938851,1.001266891810279,0.994559627071486,0.9976288089804399,1.0027746628119554,1.0011485312717772,0.999075581982219,1.0013511542119913,1.0075414231368036,0.9982277098660556,0.9870665658147509,0.9943709863972013,1.0060763114250368,1.0014625835071909,1.0042966382281253,0.9984189267068727,0.9875904617740398,1.006277139412664,0.9991984404755105,1.0225174687314522,1.0011617678014535,0.9905553986302982,1.0082018669269408,1.0031490971211239,1.009359675220087,1.0021119464571593,0.9877656798451252,1.0126612208504828,1.0153837254203675,0.9612327546874113,0.989148939700155,0.9792211965048665,1.0179784667673228,0.9876153947424449,1.0082077168670338,1.0115082918075973,1.0172569000432559,0.9816065882422826,0.9823626144087834,0.987547315614347,0.9975078956324244,1.0042054078160123,1.0078040511356015,0.9957506665137308,1.007134325599319,1.000014598301228,0.9974483934664254,1.0011999027006568,1.006748486736424,0.9988408772598203,0.9877869738470946,0.9725152869671381,0.9860706323611302,0.9944493835199714,0.9978082414886466,1.0065148958307446,1.0203422769571044,1.0302424546196183,0.9861097702378853,0.9917278368526173,0.9832341643692927,1.0037082503829606,0.9861692484711805,0.9861709326593363
2457393.500658669,1.0101181934440595,0.9890615845557226,1.005331856041957,0.9999497823724738,0.9961296990055882,1.000941446629242,1.000676453147504,0.9904777107762616,0.9974620056586481,0.9995186640097583,1.0078927066594843,1.0102785412819728,1.0169850886206793,1.0107725852825253,0.9850639972494071,1.0014164491988822,0.9959283080922406,0.9990499151854874,1.0143465621238743,1.013285764195869,0.9982577440693894,1.0082670616820468,0.9962634953654181,1.0000014301703957,1.0030175433906536,0.9905554579210706,1.001450054284445,0.9953371352892108,0.9958965402706105,1.0265790495042728,1.001052808329739,0.9996892890410792,1.0007688836782862,1.0019631206972812,1.0224990546438517,1.0134541347516652,0.9745998748340274,0.9944801142356631,1.0006285424106578,0.9910558205922579,0.9922901372235406,0.9842852901141828,1.0052394355333603,1.0056048891834684,1.0208104153889548,1.0177370462156992,1.002030018918039,1.0075768503188176,1.0055983919109153,1.0125951651280365,1.0217003495469041,1.0090014009839914,1.032218639427155,1.0052458185868003,0.9954163722003166,1.025821119918371,0.9996150176930606,1.0050829618682784,0.9557316328331451,1.007762206000482,0.9774306448053574,0.9906373384276037,1.0006640045366328,0.9940402083052057,1.0159177240085997,0.9839440275628942
2457393.5012354166,0.99233472179787,1.0007734056744457,1.0041173500717862,0.9998085516075614,0.989190501074401,1.007500340507265,1.0003930512241805,0.9874184796891142,0.9850938394095651,1.008328794815444,1.0007333931690137,0.9961243862156898,1.008678761931367,1.0109827830855798,1.0005366269641183,0.9979092235723108,1.0102627180074575,1.006444848301068,0.9906809302014008,0.9996113444704583,0.99310016590497,0.9903456736416637,1.0183822894508887,0.9861497635610721,0.9740755049852945,0.9913080354309096,0.9825976557851237,0.9970631693534285,0.9724437423019644,0.9887968030849986,0.9976491129811665,1.0722999793644425,0.9807962983164265,0.9913520614017884,1.0128725855624148,0.9926011418482573,1.0066603083835788,1.0307186968537572,0.9964987079256482,0.9852354102148834,1.0060945627581404,1.020832544454303,1.0182170021993107,0.9849429153667068,1.0076516289004898,0.9682625087034277,0.9775997423978119,1.0149777951035148,0.9972990116476307,0.9923742747960297,0.9848354617961743,0.9819442956145947,0.9911023843158305,1.0004990809276049,0.9896984970044359,1.0120904109335218,1.0025740103611143,0.9751103111036842,0.990165709676243,0.998761521206125,1.0100409362708067,0.9902255884409955,1.0045079419131355,0.9946803350832746,0.9978402171619559,0.9899315606558985
