JD,star0159
2459730.0852314816,1.0272699363954825
2459730.0873611113,1.0410180220237946
2459730.0894907406,1.0174005372377977
2459730.0916203703,1.0087941588448341
2459730.093738426,1.0263426628552657
2459730.102511574,1.0093530224467582
2459730.120787037,0.9864877649209922
2459730.122916667,0.9692017311551836
2459730.1250462965,0.9734896011436823
2459730.1271759258,0.9711269572818523
2459730.1293055555,0.9981039223110773
2459730.1314930557,0.9811981953231819
2459730.133622685,0.9915428298486442
2459730.1357523147,0.9924195984471328
2459730.1378819444,1.0062657302532636
2459730.140011574,0.9901310283602058
2459730.142141204,1.0051032767141286
2459730.144259259,1.003663197777291
2459730.146388889,0.9994760878838869
2459730.1485300926,1.0085302891740624
2459730.1506597223,1.001662434797039
2459730.1528703705,1.0073918554400951
2459730.155,0.9998314767510761
2459730.1571296295,0.9954786107970255
2459730.1592592592,0.9984265760944426
2459730.161388889,0.9956694579691767
2459730.163599537,0.9797884777967113
2459730.1657291665,0.9934415641936791
2459730.167858796,0.9956630231896265
2459730.169988426,1.0014908070306658
2459730.1721180556,1.0035688746968532
2459730.1742361113,1.004522726094855
2459730.1763773146,1.0016993998320822
2459730.1785069443,0.9942607369813767
2459730.180636574,0.989506690339948
2459730.182766204,0.9947081888401401
2459730.1848958335,0.9871871475674623
2459730.187152778,0.9849300767385845
2459730.1892824075,0.9898617743074289
2459730.1914236112,0.9915278303895781
2459730.193553241,0.9853208037531475
2459730.195671296,0.9849665025303802
2459730.1978125,0.9920651518668281
2459730.1999305557,0.9941856438907449
2459730.2020601854,0.985272969549385
2459730.2041898146,0.9957568119221548
2459730.2063194443,0.9914905052623024
2459730.208449074,0.9812716507993935
2459730.210578704,1.0020877758884676
2459730.2127083335,0.994390370491191
2459730.2148379628,0.9885116544198498
2459730.2169675925,0.9913073233327687
2459730.219097222,0.9951358052720746
2459730.221226852,0.9998559382496041
2459730.2233564816,0.9890647469417363
2459730.225486111,0.9968354855147579
2459730.2276157406,0.9919409062413873
2459730.2297453703,0.9993138682124557
2459730.231875,0.9985428616636252
2459730.234016204,1.0052871352249642
2459730.2361458335,1.0023837591816371
2459730.2382754628,1.0
2459730.2403935185,1.0011150309151635
2459730.242523148,1.020842072815116
2459730.244652778,1.0097876070049931
2459730.246770833,1.0108070077415043
2459730.248912037,1.013983513705977
2459730.2510416666,1.0145145810618883
2459730.2531712963,1.0206809834393482
2459730.255300926,1.009522021161476
2459730.2574305558,1.0096999197994125
2459730.259560185,1.0092997662965402
2459730.2616898147,1.0180248538002852
2459730.2638194445,1.0226781432374348
2459730.265949074,1.0070815167082485
2459730.268078704,1.0080599689817988
2459730.270208333,1.002081421398928
2459730.272337963,1.0056260090649396
2459730.2744675926,0.9980711761895992
2459730.2765972223,0.9963532313387996
2459730.278738426,1.0038845089743291
2459730.2808680558,1.0188365119466716
2459730.282997685,1.0185065649466236
2459730.2851157407,1.020497254825426
2459730.2872453704,1.0326521059729037
2459730.289375,1.044414796399562
2459730.2915046294,1.024975911766242
2459730.293634259,1.0116981492472907
2459730.295763889,1.0114960158811035
2459730.2978819446,1.0233677703393387
2459730.3000115743,0.991911119956304
2459730.3021527776,1.0003232438908118
2459730.3042708333,0.9767524070238375
2459730.306400463,1.0276534944431532
2459730.3085300927,0.9906724836810346
