JD,star0129
2459730.0852314816,0.9801946369440303
2459730.0873611113,1.0634799679872622
2459730.0894907406,0.9946189756299737
2459730.0916203703,1.037395135567285
2459730.093738426,1.0645924681459555
2459730.102511574,0.9663168064791978
2459730.120787037,0.9735018264567149
2459730.122916667,0.9715836140367363
2459730.1250462965,0.9653391054787328
2459730.1271759258,0.9639676713146048
2459730.1293055555,1.0165516078865946
2459730.1314930557,1.0076099059190262
2459730.133622685,1.011210877347324
2459730.1357523147,1.0113884103729402
2459730.1378819444,1.015640641476416
2459730.140011574,1.014524032695466
2459730.142141204,1.0099955264633822
2459730.144259259,1.0179782814959946
2459730.146388889,1.0137794546208185
2459730.1485300926,1.0018491175264879
2459730.1506597223,1.0051765782509183
2459730.1528703705,1.0011417273623937
2459730.155,1.0136831265402184
2459730.1571296295,0.9977165641485267
2459730.1592592592,0.9904043830355038
2459730.161388889,1.0067084592218538
2459730.163599537,0.9981307609707414
2459730.1657291665,1.0093787880043237
2459730.167858796,1.003576646426212
2459730.169988426,0.9894715117445498
2459730.1721180556,0.9940047858203144
2459730.1742361113,0.9923865846541934
2459730.1763773146,0.9865875403642506
2459730.1785069443,0.9903932842298839
2459730.180636574,0.9838313088157141
2459730.182766204,0.9826761785947293
2459730.1848958335,0.9884357833408718
2459730.187152778,0.999964804678325
2459730.1892824075,0.9910351538688928
2459730.1914236112,0.9808971043859371
2459730.193553241,0.986561110215594
2459730.195671296,0.9842066272039905
2459730.1978125,0.9855417786868491
2459730.1999305557,0.9861178233814858
2459730.2020601854,0.9906550027110741
2459730.2041898146,0.9807661895731355
2459730.2063194443,0.9943002809157914
2459730.208449074,0.9822866963711825
2459730.210578704,0.9883158230607116
2459730.2127083335,0.9887040841974482
2459730.2148379628,0.9887354908478619
2459730.2169675925,0.9964221185959846
2459730.219097222,0.9933582698100165
2459730.221226852,1.0066379537998267
2459730.2233564816,0.9956708855007516
2459730.225486111,0.9980182564329824
2459730.2276157406,1.000035195321675
2459730.2297453703,1.0061526873641928
2459730.231875,0.9992414161726987
2459730.234016204,1.0133615334964816
2459730.2361458335,1.0105219912699388
2459730.2382754628,1.0294699337308657
2459730.2403935185,1.0172496011462415
2459730.242523148,1.0130905479712136
2459730.244652778,1.0071565695654805
2459730.246770833,1.0146530861476164
2459730.248912037,1.0338324834662103
2459730.2510416666,1.010484350769989
2459730.2531712963,1.0191082591365686
2459730.255300926,0.9987386222447941
2459730.2574305558,1.0057920759970391
2459730.259560185,1.011695481529568
2459730.2616898147,1.036413929679446
2459730.2638194445,1.0318401891450708
2459730.265949074,1.0052423178907046
2459730.268078704,0.9977984057595982
2459730.270208333,0.9959524965945816
2459730.272337963,0.9893624197078102
2459730.2744675926,0.990063106613292
2459730.2765972223,0.9974058936906406
2459730.278738426,0.9880970620288465
2459730.2808680558,1.0082390695912349
2459730.282997685,1.031234371886859
2459730.2851157407,1.0253605423277472
2459730.2872453704,1.0516016791651714
2459730.289375,1.085812880185974
2459730.2915046294,1.052179818763977
2459730.293634259,1.0102878618152953
2459730.295763889,1.0313651462541722
2459730.2978819446,1.0204309874430928
2459730.3000115743,0.9773038329637684
2459730.3021527776,0.9902587479245774
2459730.3042708333,0.9892645856096031
2459730.306400463,1.025445271539622
2459730.3085300927,1.0050178306948319
